userId,movieId,rating,timestamp
39,36,5,859325757
39,52,3,859325826
39,95,4,859325696
39,112,2,859325826
40,11,3,940853434
40,50,3,943881451
40,111,5,941626815
41,4,2,951694198
41,58,5,951693865
41,85,4,951693546
41,154,4,951693178
42,31,4.5,1411667366
42,111,4,1411668051
43,28,4.5,1231445989
43,150,3.5,1239308880
46,5,3,846355796
46,6,2,846354776
46,11,4,846354547
46,21,5,846354444
46,25,5,846354705
46,32,3,846354495
46,36,5,846354729
46,39,3,846354495
46,45,5,846355519
46,47,3,846354392
46,50,4,846354444
46,52,5,846355355
46,57,4,846355570
46,58,4,846355355
46,62,4,846354684
46,64,1,846355732
46,65,1,846355915
46,95,3,846354599
46,102,3,846355817
46,111,4,846354865
46,122,1,846355715
46,125,5,868645483
46,141,5,846354599
46,144,4,846355548
46,150,3,846354830
46,156,4,846355570
46,157,4,846355671
47,1,1,1239940397
47,34,0.5,1239940492
47,47,3,1239940431
47,88,4.5,1235025717
47,110,3,1239940389
48,6,4,850406382
48,14,3,850406416
48,17,4,850406348
48,25,5,850406348
48,43,5,850406549
48,47,4,850710897
48,50,5,850710783
48,52,4,850406416
48,62,4,850406348
48,94,4,850406504
48,110,4,850710861
48,111,4,850711285
48,141,3,850406348
48,144,4,850711065
48,151,4,850710963
49,50,5,1367549426
50,32,4,1182349090
50,39,3.5,1182349203
50,47,4,1182348347
50,150,3.5,1182349064
51,19,3,940974224
51,47,5,940974920
51,50,5,940974920
51,70,3,940974343
52,19,3,836485582
52,34,4,836485582
52,110,4,836485563
52,111,3,836485618
53,1,4,938948976
53,21,5,938943881
53,29,5,938947097
53,32,4,938941706
53,41,4,938942468
53,50,5,938947646
53,58,5,938942508
53,62,1,938943804
53,78,3,938944320
53,100,4,938944320
53,114,4,938942961
53,124,5,938941812
53,149,5,938943479
54,1,4,974840421
54,2,3,974918176
54,5,3,974841378
54,6,3,974836300
54,10,4,974838872
54,11,5,974840528
54,16,2,974837907
54,17,2,974836859
54,18,3,974839141
54,20,3,974918782
54,21,2,974837280
54,22,3,974838758
54,25,2,974837179
54,32,5,974836809
54,34,2,974836788
54,36,5,974836757
54,39,2,974840565
54,47,4,974837760
54,50,4,974837760
54,52,4,974840833
54,70,4,974838872
54,89,4,974839006
54,95,2,974839006
54,110,5,974837010
54,111,3,975440479
54,122,2,974840690
54,125,3,974840383
54,135,2,974841307
54,150,3,974837179
54,153,4,974918726
55,110,4,948332895
56,11,3,967240622
56,16,3,967240471
56,25,4,967240454
56,36,3,967240322
56,39,3,967230573
56,45,3,967230382
56,47,4,977503330
56,50,5,977503183
56,69,4,967230630
56,110,5,967240772
56,125,5,977503263
57,31,3.5,1098800856
58,1,5,1144058408
58,6,4.5,1144058615
58,11,4.5,1144058674
58,16,4,1011840790
58,21,5,974715578
58,32,5,1144058437
58,34,5,1144058484
58,36,4,1144058563
58,45,3.5,1144059550
58,47,5,1011840790
58,50,5,1011840408
58,79,4,1011842693
58,89,4,1144061696
58,110,5,1144058392
58,111,5,1011840555
58,151,5,1144059123
59,1,4.5,1380400521
59,50,4,1380400413
60,31,4,1339651304
60,157,4.5,1339653445
61,4,3,1197068409
61,31,3.5,1197164774
61,39,5,1197065896
61,44,1.5,1197052043
61,47,4,1197063329
61,141,3.5,1197163973
61,147,4,1197164019
63,41,4,941927859
63,110,3,941927859
63,155,4,941928085
64,47,5,847390312
64,110,5,847390273
64,150,5,847390169
64,153,5,847390189
65,24,4,1303761125
66,1,4,940421847
66,21,5,940420907
66,34,4,940421677
66,110,5,940420997
66,112,4,940421298
67,10,4,944931223
67,25,5,944932754
67,39,3,944932699
67,69,4,944931594
67,110,4,944930562
67,151,5,944932846
68,10,4,831051086
68,19,3,831051251
68,34,5,831051205
68,150,3,831051043
68,153,3,831051086
69,1,4,866811171
69,5,3,866811204
69,6,4,866811204
69,9,3,866811363
69,10,3,866814180
69,11,3,866812438
69,12,3,866811363
69,15,1,866814366
69,16,3,866816607
69,18,3,866811536
69,19,4,866813129
69,20,2,866814335
69,21,3,866812314
69,22,3,866813790
69,25,3,866811172
69,32,5,866811171
69,39,2,866812525
69,44,3,866814201
69,45,1,866812525
69,47,5,866814064
69,50,4,866813601
69,62,3,866811172
69,63,3,866811581
69,70,4,866813129
69,79,1,866813838
69,81,3,866811581
69,88,3,866811498
69,94,3,866811536
69,95,3,866811172
69,104,3,866811266
69,107,3,866813359
69,110,3,866814130
69,111,4,866813601
69,112,3,866811266
69,122,3,866813129
69,125,4,866812314
69,135,2,866811310
69,145,4,866814201
69,147,4,866816692
69,150,3,867159640
69,153,3,866814180
70,6,5,1020294335
70,10,2,1020294489
70,16,5,1020294021
70,70,4,1020294629
70,89,3,1020294629
70,110,3,1020294021
70,111,4,1020292966
72,19,3.5,1199066412
72,32,5,1199066206
72,34,4,1199066240
72,58,4,1199066714
72,95,3,1199066317
72,110,5,1199066179
72,150,4,1199066183
73,17,3,963032040
73,34,5,963031470
73,50,4,963030393
73,55,5,963031872
73,110,5,963029978
73,111,4,963032487
73,150,5,963030463
74,25,5,979081540
74,36,4,979081177
74,58,5,979081244
75,3,3,836314332
75,10,4,836312092
75,21,4,836312767
75,39,5,836314231
75,62,4,836315018
75,89,3,836312766
75,150,5,836311824
75,153,4,836311868
76,47,4,978406172
76,110,4,978405781
77,19,2,1341391767
77,32,3.5,1341391442
77,44,1.5,1341391251
77,70,3,1341391234
78,29,4,976182189
78,110,3,976183060
79,110,4,1017924740
80,1,3,858458513
80,3,3,858458563
80,7,3,858458563
80,36,4,858458563
80,62,4,858458514
80,74,4,858458699
80,102,3,858458790
80,140,3,858458663
80,141,4,858458514
82,1,5,1317331523
82,16,4.5,1317332219
82,47,5,1317331199
82,50,5,1317331232
82,97,4.5,1317332936
82,110,5,1317249079
82,111,4.5,1317332073
83,50,4,1112724121
84,1,5,832543433
84,24,4,832543228
84,44,4,832543360
84,150,5,832542977
84,153,4,832543396
85,17,4.5,1400428326
87,11,3,831889948
87,19,1,831889948
87,21,3,831889898
87,50,5,831889928
87,111,3,831889928
87,141,4,831889983
87,150,4,831889798
87,153,3,831889822
88,2,1,1098277938
88,7,1,1098277931
88,16,4,1098277350
88,17,2.5,1098277936
88,19,2,1098698358
88,21,2.5,1098698378
88,22,1,1098277881
88,32,3.5,1098277887
88,48,1.5,1098698318
88,58,4,1098277390
88,110,2.5,1098698237
88,112,2,1098277360
88,151,0.5,1098277355
88,153,1,1098277907
89,111,5,985557828
90,1,3.5,1127866527
90,10,3.5,1169227083
90,34,4,1169227115
90,39,2,1127866623
90,47,4.5,1169226923
90,104,3,1127866577
90,110,3,1169226535
90,141,4,1169227406
90,150,3.5,1169226583
90,153,3,1169226954
91,1,4,1111531562
91,2,3.5,1112061358
91,3,3,1111531392
91,7,2.5,1121674151
91,10,4,1121673543
91,11,4,1121673675
91,19,2,1126507572
91,21,4,1111549017
91,22,4,1126507891
91,24,3.5,1113201637
91,32,4,1112052190
91,41,5,1111557986
91,45,3.5,1126508177
91,47,4,1111557501
91,48,3.5,1126507773
91,50,3.5,1111531736
91,62,3.5,1121673658
91,104,4,1111531396
91,110,5,1111531540
91,141,3.5,1121673629
91,145,2.5,1126508181
91,150,3.5,1121673357
91,151,4,1113202905
91,153,3,1121673513
93,1,5,835037871
93,19,4,835037921
93,22,5,835038453
93,62,5,838855653
93,73,5,835040242
93,107,5,835038935
93,150,5,835037740
93,153,2,835037772
94,44,1,1115743133
94,150,4,1115743302
95,31,3,845193994
95,32,4,845193920
95,46,4,845193748
95,47,3,845193572
95,73,4,845193710
95,106,5,845193398
96,1,3.5,1366893952
96,3,4,1371089927
96,29,4,1366893885
96,32,4,1366824488
96,47,4,1421554047
96,50,3,1366896241
97,1,4,974597765
97,52,4,974598017
98,6,4,1357933595
98,47,4.5,1357932885
99,1,4,1275602952
99,47,4.5,1275603046
100,14,3,835720802
100,25,4,835720262
100,32,3,835719889
100,39,3,835719912
100,50,5,835719889
100,70,3,835720727
101,6,4,836325810
101,10,4,836325491
101,11,4,836325638
101,19,2,836325524
101,20,3,836326087
101,21,4,836325524
101,23,4,836325978
101,25,5,836325764
101,34,3,836325524
101,36,5,836325790
101,39,3,836325561
101,45,4,836325877
101,47,5,836325504
101,48,4,836325739
101,50,5,836325561
101,64,3,836326573
101,79,4,836326273
101,89,4,836326427
101,95,4,836325690
101,105,4,836325764
101,132,4,836326087
101,141,5,836325690
101,145,4,836325851
101,147,4,836326231
101,150,3,836325402
101,153,3,836325439
102,32,4.5,1378426343
102,47,3,1378425838
103,7,4,1056825518
103,58,3,1055016551
104,14,1,944917003
104,17,3,944928813
104,21,3,945002688
104,25,4,945003357
104,28,3,944917299
104,29,3,944920275
104,30,3,944924853
104,32,3,945002402
104,34,4,944928872
104,36,3,944912818
104,39,2,944929892
104,41,4,944916872
104,43,1,945002745
104,45,4,945002807
104,47,3,944920556
104,50,3,944928548
104,58,2,945002294
104,59,3,944922188
104,63,3,945003480
104,68,3,944923131
104,69,1,944920310
104,79,1,945003480
104,81,3,944919590
104,82,3,944929801
104,83,2,944914791
104,84,3,944919372
104,86,3,944920397
104,97,3,944928674
104,111,4,944914567
104,119,3,944920775
104,121,4,944916279
104,123,2,944914205
104,125,3,944928813
104,144,3,944912818
104,150,2,945002463
104,154,3,944913623
104,155,3,944923476
104,156,2,944921333
104,157,3,945002507
105,1,4,866650697
105,6,3,866650725
105,32,4,866650697
105,66,5,866650877
105,95,3,866650698
105,135,4,866650778
106,16,3.5,1244065488
106,111,4,1244065607
107,1,4,1397338073
108,14,5,836591716
108,16,3,836591731
108,23,1,836572263
108,32,4,836569585
108,39,4,836569585
108,42,3,836591950
108,45,3,836570986
108,47,3,836569528
108,48,3,836569897
108,50,3,836569559
108,52,3,836571085
108,111,5,836569650
108,125,4,836571028
108,153,3,836569393
108,156,4,836571005
109,1,3.5,1057859147
109,24,2,1057612667
109,32,4,1057612910
110,34,4,1171080423
110,150,5,1171080192
112,3,2.5,1111066993
112,36,4.5,1111068033
112,47,3.5,1111067398
112,50,3.5,1111067285
112,104,2.5,1111067003
113,7,5,858515847
113,17,5,858514638
113,28,5,858514690
113,36,5,858515846
113,64,3,858515478
113,81,3,858515158
113,92,5,858515847
113,96,3,858514948
113,118,3,858515257
114,1,3,852228026
114,3,3,852228063
114,7,4,852228063
114,14,4,852228098
114,17,5,852228026
114,25,3,852228027
114,26,5,852228204
114,32,3,852228025
114,36,3,852228063
114,40,5,852228324
114,52,5,852228098
114,58,5,852228097
114,62,4,852228027
114,66,3,852228149
114,68,3,852228293
114,76,4,852228204
114,78,4,852228355
114,94,5,852228204
114,99,5,852228204
114,104,2,852228098
114,116,5,852228324
114,141,3,852228026
115,1,1.5,1289294370
115,22,2.5,1289293930
115,47,4.5,1289294338
115,88,3.5,1289294040
115,153,1.5,1289294389
116,1,3,1132711617
116,2,2,1132728068
116,3,2,1132728058
116,6,1.5,1132761782
116,8,1,1132791730
116,9,1.5,1132777751
116,10,2,1132761640
116,11,2,1132761815
116,12,0.5,1132789459
116,15,0.5,1132804688
116,16,3.5,1132761935
116,19,2.5,1132761849
116,20,2,1132775865
116,21,3.5,1132728070
116,22,2,1132728065
116,23,1.5,1132776459
116,24,1,1132777758
116,32,4,1132711633
116,34,2,1132711691
116,38,0.5,1132881629
116,39,2,1132728020
116,44,1,1132775339
116,47,4.5,1132711702
116,50,4.5,1132710794
116,60,1,1132789464
116,65,2.5,1132711245
116,66,0.5,1132857019
116,69,2.5,1132762368
116,70,3.5,1132765027
116,75,2,1132711287
116,87,0.5,1132776803
116,88,2.5,1132775846
116,93,2,1132809450
116,95,1.5,1132761728
116,104,3,1132761919
116,107,2.5,1132877189
116,110,4.5,1132711608
116,111,4,1132712127
116,112,2,1132710514
116,135,3,1132777747
116,141,2.5,1132761687
116,145,3,1132728018
116,150,3,1132711598
116,151,2.5,1132710511
116,153,0.5,1132711651
117,1,3,861554481
117,3,5,861553146
117,5,5,861553146
118,34,3,995909187
118,50,5,995909339
119,2,4,845110667
119,34,5,845110428
119,48,5,845111029
119,150,5,845109993
119,153,3,845110075
120,2,1,838153425
120,11,3,838153413
120,19,3,838153339
120,21,5,838153339
120,36,4,838153483
120,47,5,838153325
120,50,5,838153358
120,60,2,838153575
120,150,4,838153231
120,153,1,838153259
121,104,4.5,1300767148
122,17,5,891526949
122,28,4,891527411
122,35,4,891527621
122,41,4,891527290
122,58,5,891527325
122,85,3,891527685
122,123,3,891527536
122,154,5,891527411
123,10,3,844995924
123,18,4,844996129
123,20,3,844995987
123,21,3,844995924
123,27,3,844996094
123,65,1,844996036
123,102,3,844996094
123,104,3,844995987
123,121,4,844996191
123,135,1,844996017
124,1,5,1134475984
124,2,2,1134476330
124,6,5,1134476211
124,10,4,1134476125
124,16,4,1134476488
124,21,4,1134476168
124,22,4,1134475019
124,32,5,1134476001
124,39,2,1134475584
124,45,5,1134476943
124,47,5,1134475875
124,50,5,1134475151
124,58,1,1134476655
124,70,2,1134475024
124,95,3.5,1134476234
124,110,1,1134475972
124,111,5,1134476280
124,150,4.5,1134475970
124,156,3,1134475137
126,1,4,856217879
126,3,4,856218064
126,5,4,856218064
126,6,3,856218064
126,14,4,856218436
126,17,3,856217879
126,32,2,856217879
126,36,3,856218064
126,52,3,856218279
126,62,4,856217879
126,95,3,856217879
126,112,3,856218279
126,135,3,856218436
126,141,4,856217879
127,2,3,847127455
127,5,5,847127740
127,6,3,847127102
127,9,5,847127585
127,10,4,847127031
127,22,5,847127275
127,23,3,847127416
127,31,5,847127606
127,32,3,847127275
127,47,5,847127079
127,48,3,847127275
127,50,4,847127102
127,95,5,847127031
127,110,5,847127015
127,140,5,847127698
127,150,5,847126619
127,153,4,847126921
128,2,3,900720958
128,21,3,900720909
128,44,2,900721141
128,95,3,900721191
128,110,4,900720864
128,112,3,900721255
128,150,5,900720909
128,153,2,900721433
129,1,4,1285008547
129,2,3,1283448701
129,34,2.5,1283448544
129,48,1.5,1283456725
129,101,3.5,1284582743
129,104,2.5,1283406156
130,1,3,850556146
130,6,4,850221592
130,9,3,850556831
130,11,3,853581643
130,16,4,850221374
130,19,3,851182883
130,20,3,853580841
130,21,4,850555314
130,22,4,850554087
130,24,3,865269910
130,25,5,850218754
130,31,3,865270244
130,32,5,850218754
130,36,5,850218815
130,39,3,853580243
130,45,3,853582531
130,46,3,865269951
130,47,4,850553941
130,50,5,850554045
130,52,3,865778239
130,55,3,850220346
130,57,3,851359190
130,58,4,865269213
130,61,3,852313375
130,62,4,850218754
130,78,3,850220324
130,79,4,850219934
130,82,4,859639719
130,89,3,851359251
130,90,3,854274194
130,95,3,850218754
130,100,4,852039671
130,110,4,850555255
130,111,4,855242249
130,112,3,853582531
130,141,3,850556146
130,150,3,850556114
130,151,4,850554156
131,1,2,1235580341
131,2,1,1238326861
131,17,3.5,1232014894
131,19,3,1232014652
131,21,2,1238326823
131,31,2.5,1232014042
131,32,3,1241550178
131,34,2.5,1231922919
131,39,2,1232014290
131,47,3.5,1232014864
131,95,2,1232014581
131,110,2.5,1231089187
131,122,2.5,1232050488
131,141,0.5,1232015366
131,145,2.5,1232015675
131,150,2.5,1235580335
132,2,3,1114172997
132,25,5,1114006485
132,29,5,1114010971
132,32,4.5,1114001715
132,34,4.5,1114172825
132,39,4,1114006472
132,45,5,1114001408
132,47,4.5,1114006133
132,50,4.5,1114010243
132,62,3,1114006130
132,101,4.5,1114104124
132,104,2.5,1114006142
132,111,5,1114006126
132,141,2,1114006481
132,153,3,1114016686
133,1,4,1397182851
133,6,3.5,1397183368
133,16,4.5,1397183046
133,32,5,1397182771
133,39,3,1397183802
133,47,4.5,1397183519
133,50,4,1397183488
133,70,1.5,1397181303
133,81,1.5,1397181740
133,111,4,1397183835
134,1,4,945063590
134,6,3,945064289
134,11,3,945414080
134,14,2,945151660
134,16,5,945064264
134,21,3,945065011
134,24,3,945503545
134,25,3,945064264
134,32,3,945064182
134,34,4,945063802
134,36,4,945064074
134,39,4,945151546
134,42,2,945065368
134,45,4,945413981
134,47,4,945063590
134,50,5,945063590
134,62,3,945065341
134,69,4,945413981
134,70,3,945414771
134,76,3,946275595
134,78,3,945593296
134,81,3,946621484
134,84,3,945841234
134,86,4,945151780
134,101,2,945841044
134,104,4,945414277
134,110,4,945151780
134,111,4,945066126
134,125,5,945413981
134,145,4,945415004
134,147,2,945065750
134,150,3,945064095
135,1,4,1154686513
135,11,3.5,1154686993
135,19,0.5,1154687023
135,34,4,1154686672
135,36,3,1154686863
135,39,0.5,1154686819
135,62,5,1154686888
135,73,5,1154687791
135,110,3.5,1154686489
135,150,4,1114583951
136,1,5,1415635425
136,150,5,1415635343
137,1,4,992797028
137,2,3,992797771
137,6,5,992797142
137,10,3,992797205
137,15,4,992797621
137,70,4,992797330
137,89,3,992797227
137,95,3,992797479
137,110,5,992796442
137,124,4,992796904
137,153,4,992797527
138,110,5,1046424495
139,19,2,1002125728
140,1,4,877982818
140,5,3,878004682
140,6,4,877982492
140,10,4,877996516
140,16,4,877995361
140,20,3,877995931
140,21,4,914178591
140,25,5,877983400
140,32,5,877983098
140,45,4,878003186
140,50,5,877985089
140,55,2,877983757
140,64,3,877983950
140,68,5,877994342
140,76,2,877996148
140,81,2,877983485
140,95,4,877983558
140,112,4,877983558
140,117,3,877983793
140,125,4,877996227
140,150,5,877995192
141,47,4.5,1248441819
141,50,4,1248441920
142,2,4,833458658
142,16,4,833458760
142,17,4,833458643
142,25,4,833458716
142,36,4,833458716
142,39,3,833458557
142,58,5,833458826
142,105,4,833458687
142,111,4,833458556
142,150,4,833458377
143,1,4,862086727
143,3,3,862086837
143,6,4,862086837
143,7,4,862086935
143,32,3,862086727
143,36,3,862086837
143,95,3,862086727
143,112,3,862086935
143,141,5,862086727
144,1,3,940007092
144,6,4,941757108
144,10,1,952384683
144,21,5,952384630
144,34,1,941464811
144,39,3,952384910
144,45,5,952384910
144,50,5,940007039
144,110,1,952384616
144,145,1,952384630
146,1,3,832267395
146,110,2,832267457
146,150,5,832267302
146,153,3,832267328
147,1,4.5,1161488994
147,6,4,1161490420
147,19,3.5,1161490614
147,25,3.5,1161489151
147,32,3.5,1161488834
147,47,5,1161488815
147,50,4,1161488892
147,70,3,1161492445
147,95,2,1161490186
147,104,4.5,1161490762
147,110,3,1161488648
147,112,4,1161488374
147,141,3.5,1161490209
147,153,1,1161488736
148,7,4,1018967264
148,17,5,1018966967
148,18,1,1018966047
148,25,2,1018967295
148,39,4,1018967086
148,46,4,1018967124
148,58,4,1018967341
148,74,3,1018967341
148,86,2,1018965964
149,1,5,848335821
149,32,3,848335731
149,39,3,849021853
150,107,3,1293713297
151,58,1,1130245111
151,104,4,1130245235
151,112,3,1130245050
151,151,2.5,1130245043
152,2,3,1161215251
152,16,4.5,1161215295
152,19,2.5,1161215266
152,39,5,1161215863
152,47,4,1161215547
152,50,4,1161215763
152,72,2,1161215382
152,104,3,1161215301
152,141,3.5,1161215784
152,150,3.5,1161215618
152,153,4,1161215760
153,11,4,1101142904
153,21,4.5,1101142851
153,25,4.5,1101142866
153,36,3,1101142872
153,39,4.5,1101142870
153,50,5,1101142801
153,62,2.5,1101142878
153,110,5,1101142761
153,111,5,1101142902
153,141,4.5,1101142862
153,150,4,1101141313
154,6,4.5,1158802697
154,10,4,1159234671
154,21,3.5,1158803200
154,39,3,1159234699
154,47,4,1158803029
154,50,4.5,1158803343
154,70,3,1158887808
154,111,4,1158802529
154,150,4,1159234612
155,1,2.5,1199272157
155,29,4,1199270849
155,32,4.5,1199272151
155,44,2,1199270824
155,50,4,1199271929
156,1,5,1037739266
156,2,5,1040937649
156,3,2,1038801225
156,4,3,1038801803
156,5,3,1040944583
156,6,4,1037822117
156,7,4,1038801507
156,9,3,1037822537
156,10,4,1040944397
156,11,5,1039204154
156,12,3,1039549993
156,15,4,1041030688
156,16,4,1038105332
156,17,4,1040935260
156,18,3,1040242293
156,20,3,1043439039
156,21,4,1039204040
156,22,4,1041028359
156,23,3,1043439149
156,24,4,1037218353
156,25,4,1037303928
156,32,5,1041029353
156,34,3,1039202813
156,35,4,1039811774
156,36,3.5,1079485953
156,40,3,1041019298
156,42,3,1037821737
156,43,4,1037218422
156,45,2,1040328747
156,47,4,1041019177
156,50,5,1040933531
156,52,3,1040327019
156,57,3,1037822473
156,60,4,1040933372
156,61,3,1041028438
156,62,4,1038943409
156,64,4,1040326958
156,65,3,1041020341
156,70,4,1041028311
156,74,4,1040328850
156,76,4,1041028383
156,79,3,1038254402
156,86,3,1037218731
156,87,2,1038341329
156,89,4,1039550095
156,92,3,1040933266
156,93,4,1038341196
156,95,4,1037304954
156,104,2,1039203945
156,105,4,1038428609
156,110,5,1040067549
156,111,4,1039203302
156,112,3,1041029674
156,113,3,1079486217
156,122,2,1040943720
156,129,4,1040068292
156,131,3,1039203413
156,132,4,1041026626
156,135,4,1043438705
156,140,3,1038102578
156,141,4,1037753490
156,149,4,1038428713
156,150,5,1039204398
156,152,4,1052334124
156,153,3,1040327315
156,155,4,1038801136
156,157,2,1039204892
